State-County FIPS,Total Active Borrowers,Very Low Income,Low Income,Married,American Indian/Alaskan Native,Asian,Black/African American,Hawaiin Pacific Islander,White,Hispanic,Average Number of Children,Average Household Size
13207,75,26,49,17,0,0,59,0,15,0,0.7,1.6
13209,9,3,6,1,0,0,5,0,3,0,1,2
13211,49,11,38,7,1,0,36,0,8,0,0.3,2
13213,31,17,14,7,1,0,0,0,29,2,1.3,2.5
13215,2,1,1,1,0,0,2,0,0,0,,
13217,100,45,54,38,0,1,47,0,44,0,1,2.1
13219,17,3,14,4,0,0,7,0,10,1,1,2
13221,15,8,7,2,0,0,9,0,6,0,0.8,2
13223,56,22,34,20,0,0,11,0,41,2,0.9,2.2
13225,219,109,109,51,2,1,146,0,63,21,0.9,2
13227,41,17,24,8,0,0,2,0,38,0,1,2.3
13229,46,10,36,13,0,0,14,1,30,0,1.2,2.4
13231,22,11,11,5,0,0,8,0,13,0,0.8,2.1
13233,59,13,46,16,0,1,17,0,34,0,0.9,2
13235,34,16,18,7,1,1,17,0,16,2,1.4,2.7
13237,25,8,17,8,0,0,17,0,8,1,0.7,1.4
13239,16,8,8,2,0,0,13,0,1,0,2,3
13241,12,4,8,3,0,0,0,0,12,0,0.3,1.7
13243,107,44,63,25,1,0,88,0,6,0,0.9,2.3
13245,46,13,33,19,0,0,23,0,22,1,0.8,2
13247,9,2,7,4,0,0,2,0,7,0,,
13251,33,7,26,5,0,0,31,0,1,0,0.2,1.2
13253,63,20,42,8,0,0,51,0,8,0,1.3,2.7
13255,139,67,72,29,0,0,73,1,61,1,0.9,1.8
13257,48,13,34,10,0,0,22,0,24,1,0.8,1.8
13259,10,6,4,3,0,0,8,0,2,0,,
13261,102,32,67,25,0,0,89,0,11,1,1.7,3.1
13263,8,4,4,0,0,0,7,0,1,0,0,2
13265,7,4,3,0,0,0,7,0,0,0,0,1
13267,23,7,16,7,0,0,14,0,9,1,1,2.5
13269,32,13,18,8,0,0,23,0,7,0,0.4,1.6
13271,34,14,20,5,1,0,19,0,15,0,1.2,2.5
13273,154,48,106,35,3,0,137,0,6,0,1,2.2
13275,46,15,31,12,0,0,34,0,12,0,1.3,2.5
13277,76,28,47,21,0,2,44,1,25,8,1.4,2.8
13279,35,19,16,8,0,0,22,0,12,0,1.1,2.1
13281,4,3,1,0,0,0,0,0,4,0,1.8,3
13283,10,3,7,4,0,0,6,0,3,0,,
13285,80,20,58,26,0,0,30,0,45,0,0.7,1.6
13287,9,4,5,1,0,0,6,0,2,0,0.6,1.4
13289,12,6,6,6,1,0,6,0,4,0,0.5,1
13291,19,5,14,7,0,0,0,0,19,0,1.1,2.8
13293,77,18,59,22,1,1,40,1,31,1,1.5,2.6
13295,138,53,85,52,0,0,10,0,122,2,0.9,2
13297,110,57,53,23,1,1,61,0,40,2,1.1,2.1
13299,13,5,8,3,1,0,5,0,5,0,1.2,2.5
13301,45,12,32,12,0,0,38,0,4,0,1,2.2
13303,109,42,65,21,1,0,89,0,13,0,1.2,2.3
13305,46,17,28,18,0,0,21,0,23,1,1,2.3
13307,1,0,1,0,0,0,1,0,0,0,,
13309,6,2,3,3,0,0,4,0,2,0,,
13311,38,11,27,17,0,0,1,0,37,3,1.3,2.4
13313,40,15,25,15,0,0,5,0,32,1,1.2,2.5
13315,11,3,8,5,0,0,5,0,6,1,1.7,3.1
13317,84,25,57,18,1,1,73,0,6,0,0.5,1.3
13319,8,3,5,1,0,0,7,0,1,0,1.5,3.5
13321,77,18,58,22,0,0,53,0,18,1,0.9,2.2
15001,255,94,160,81,10,99,2,96,89,25,1.6,3.3
15003,372,171,204,195,1,120,7,207,42,23,1.8,3.7
15007,130,49,81,67,1,48,1,55,26,6,1.7,3.5
15009,222,82,141,118,1,71,2,111,37,8,1.9,3.5
16001,117,58,58,48,1,1,1,0,112,14,1.6,3
16003,1,0,1,1,0,0,0,0,1,0,,
16005,17,11,6,9,1,0,0,0,16,1,1.5,3.3
16007,19,6,13,5,1,0,0,0,17,0,1,2.2
16009,14,8,5,5,0,0,0,0,14,0,1.4,2.7
16011,132,50,82,65,3,1,1,0,124,14,1.7,3.1
16013,30,16,14,13,0,1,0,1,28,10,1.4,2.4
16015,5,2,3,3,0,0,0,0,5,0,1,3
16017,77,32,44,24,4,0,0,1,71,1,1.2,2.5
16019,61,35,26,39,1,0,0,0,59,10,1.9,3.5
16021,26,13,13,3,1,0,0,0,25,0,1.5,2.5
16023,4,2,2,2,0,0,0,0,3,1,2,3
16025,1,1,0,0,0,0,0,0,1,0,1,2
16027,267,167,97,96,4,1,0,0,258,86,1,2.1
16029,19,13,6,9,0,0,0,0,19,2,1.1,2.2
16031,28,11,17,13,1,0,0,0,27,9,1.3,2.6
16033,1,1,0,1,0,0,0,0,1,1,3,5
16035,14,4,10,3,0,0,0,0,14,0,1.2,2.7
16037,2,2,0,0,0,0,0,0,2,0,2,3.5
16039,91,43,45,22,2,0,1,0,88,11,1,2.2
16041,81,32,49,47,0,0,0,0,80,6,1.7,3.3
16043,16,8,8,8,0,0,0,0,16,0,1.1,2.3
16045,40,16,22,17,0,0,0,0,39,2,0.7,2
16047,24,12,12,10,0,0,0,0,22,1,1.7,3.1
16049,41,16,25,18,1,0,0,0,38,0,1.3,2.9
16051,67,35,32,40,3,0,0,0,65,9,1.9,3.3
16053,69,34,34,32,1,0,0,0,67,11,1.7,3.2
16055,483,182,301,145,5,1,2,2,468,15,1.1,2.4
16057,52,14,38,33,1,1,0,0,49,1,1.4,3
16059,24,12,11,8,0,0,0,0,22,0,0.8,1.9
16061,7,2,5,3,0,0,0,0,7,0,0,1.5
16063,1,1,0,0,0,0,0,0,1,0,0,1
16065,18,10,8,9,0,0,0,0,18,0,2,4.1
16067,87,45,41,27,3,3,1,1,81,20,1,2.4
16069,11,3,8,5,1,0,0,0,10,0,1.9,3.4
16071,31,16,15,13,1,0,0,0,31,1,1.4,2.6
16073,43,23,18,21,0,0,0,0,42,15,1.1,2.2
16075,44,20,16,10,1,0,0,0,42,5,0.9,2
16077,15,12,3,7,0,0,0,0,15,4,2.5,4.2
16079,18,13,5,6,0,0,0,0,18,0,0.9,2.3
16081,2,1,1,2,0,0,0,0,2,0,,
16083,156,52,103,51,4,2,0,0,146,27,1.4,2.8
16085,12,3,5,5,0,0,0,0,12,1,1.1,2.4
16087,27,10,12,13,0,0,0,0,27,14,1.4,3
17001,96,39,56,30,0,0,3,0,92,0,1.5,2.8
17003,47,19,27,9,0,0,18,0,26,0,1,1.8
17005,14,4,10,4,0,0,1,0,13,1,0.7,1.6
17007,4,1,3,2,0,0,0,0,4,0,1,2.5
17009,9,6,3,5,0,0,0,0,9,0,1.7,3.1
17011,104,59,45,13,1,0,1,0,102,5,1.2,2.4
17015,11,6,5,1,1,0,0,1,10,0,1.8,2.9
17017,3,0,3,0,0,0,0,0,3,0,0.7,2
17019,95,36,59,25,1,1,2,0,89,3,1.3,2.6
17021,40,16,24,16,0,0,1,0,40,0,1.1,2.5
17023,36,9,27,15,0,0,0,0,35,0,1.5,3.2
17025,29,9,20,12,1,0,0,0,27,0,1.4,2.7
17027,76,30,45,17,2,1,0,0,73,0,1,2.3
17029,89,32,57,28,1,0,2,0,86,3,1.1,2.6
17033,33,14,19,12,0,0,0,0,33,0,0.8,2.2
17035,18,6,12,7,0,0,0,0,18,0,1.4,2.8
17037,50,21,29,25,0,0,4,0,44,6,1.4,2.9
17039,71,33,32,14,0,0,1,0,69,5,1.1,2.4
17041,23,11,12,4,0,1,0,0,22,1,1.6,3
17045,48,25,23,16,0,0,0,0,47,0,0.8,2.3
17047,10,2,8,7,0,0,0,0,10,0,0.5,1.5
17049,165,75,90,43,1,0,1,0,163,1,1.1,2.5
17051,34,14,20,9,0,0,0,0,34,0,1,2.3
17053,115,62,50,28,0,0,0,0,113,2,1.2,2.6
17055,107,67,40,34,1,0,0,1,103,3,0.7,2
17057,61,35,25,14,1,0,2,0,56,0,1,2
17059,13,5,8,4,0,0,0,0,13,0,1.1,2.3
17061,31,11,20,13,0,0,0,0,31,0,1,2.2
17063,97,58,39,28,0,0,2,0,91,12,1.3,2.6
17065,8,4,4,1,0,0,0,0,8,0,1,2.2
17067,93,38,55,37,0,0,1,0,90,0,1.3,2.5
17069,17,8,9,8,0,0,0,0,17,0,1.2,2.8
17071,11,5,6,2,0,0,0,0,11,0,0.7,2
17073,38,21,17,9,0,0,2,0,36,1,1.1,2.5
17075,68,26,42,18,0,1,1,0,65,3,1.4,2.9
17077,92,32,59,31,1,0,6,0,83,3,1,2.3
17079,24,11,13,9,0,0,0,0,24,0,0.9,2.2
17081,120,52,67,40,1,0,7,0,112,4,1.1,2.5
17083,19,8,11,5,0,0,0,0,18,0,1,2.4
17085,4,2,2,2,0,0,0,0,4,0,2,3.5
17087,21,9,12,9,1,0,0,0,20,0,1.1,2.5
17089,1,0,1,0,0,0,0,0,1,0,2,3
17091,116,34,80,39,0,1,34,0,81,4,1.4,2.9
17093,31,24,7,9,1,0,3,1,27,3,1.8,3.2
17095,59,29,29,16,0,0,0,0,57,0,1.4,2.4
17099,328,152,173,83,4,0,6,0,309,26,1.2,2.5
17101,21,6,14,10,0,0,0,0,21,0,1.3,2.8
17103,35,16,19,4,0,1,1,0,33,0,1,2.1
17105,240,137,99,61,2,1,6,1,230,6,1.1,2.4
17107,117,38,67,40,0,0,0,0,115,1,0.9,1.9
17109,84,43,40,26,0,1,2,0,79,1,0.9,2.1
17111,13,9,4,4,0,0,1,0,12,0,1.5,2.4
17113,122,74,45,31,1,0,17,0,103,1,1.4,2.8
17115,16,6,10,7,0,0,2,1,14,0,2.6,4.1
17117,41,22,18,15,0,0,3,0,38,0,1.3,2.6
17119,102,44,58,33,1,0,3,0,97,3,1.2,2.5
17121,215,79,136,56,5,0,8,0,199,0,1.3,2.6
17123,8,4,4,1,0,0,0,0,8,0,1.1,2.4
17125,17,5,10,8,0,0,0,0,17,0,0.8,2.1
17127,30,12,18,14,0,0,3,0,25,0,1.3,2.5
17129,9,6,3,3,0,0,0,0,9,0,0.1,2.1
17131,13,6,7,7,0,0,0,0,12,0,1.6,3.3
17133,13,5,8,6,0,0,0,0,13,0,1.5,3
17135,29,11,18,6,0,0,0,0,29,0,1.2,2.6
17137,19,7,12,3,0,0,0,0,19,0,0.8,2.1
17139,14,7,7,4,0,0,0,0,14,0,1.4,2.8
17141,51,16,35,13,0,1,2,0,47,3,1.5,2.9
17143,25,13,12,3,0,0,0,0,25,2,2.1,3.2
17145,42,14,26,12,0,0,3,0,38,1,1.3,2.4
17147,31,9,22,11,0,0,0,0,31,0,0.8,2.4
17149,40,19,21,10,0,0,0,0,38,0,0.8,2.1
17151,7,3,4,1,0,0,0,0,7,0,1,2
17153,42,22,18,12,0,0,27,0,15,2,1.2,2.2
17155,14,7,7,4,0,0,0,0,14,0,1.5,2.8
17157,47,21,26,9,2,0,4,0,40,0,1.1,2.4
17159,100,37,62,29,0,1,0,0,99,1,1.2,2.4
17161,5,4,1,1,0,0,0,0,5,0,1.5,2.5
17163,39,15,24,11,0,0,7,0,31,0,1.3,2.8
17165,115,56,59,38,0,1,10,1,101,2,1.1,2.3
17167,43,27,16,9,1,0,1,0,40,3,1.6,2.8
17169,15,8,7,5,1,0,0,0,14,0,0.9,2.2
17171,1,0,1,0,0,0,0,0,1,0,1,3
17173,21,6,15,7,0,0,0,0,21,0,0.7,2.2
17175,5,3,2,2,0,0,0,0,5,0,0.5,1.5
17177,22,9,13,8,0,0,1,0,20,1,1.4,2.8
17179,24,12,12,9,0,0,0,0,24,0,1.5,2.5
17181,74,27,46,27,0,0,3,0,71,5,0.9,2
17183,80,35,42,23,1,0,0,0,78,0,1.4,2.7
17185,28,9,19,5,0,0,0,0,28,0,1.2,2.5
17187,54,23,31,13,1,1,1,0,52,2,1,2.2
17189,32,15,17,9,0,0,0,0,32,0,1,2.3
17191,30,7,23,13,0,0,0,0,30,0,1.5,3.4
17193,47,17,30,11,0,0,0,0,46,0,1,2.2
17195,58,35,23,11,0,0,1,0,57,7,1.1,2.4
17197,71,35,36,25,0,0,1,0,69,1,1.6,3
17199,300,111,188,116,1,3,9,0,280,7,1.1,2.5
17201,11,1,10,5,0,0,0,0,11,0,2,3.7
17203,51,26,25,15,0,0,0,0,49,0,1.3,2.6
18001,113,56,57,39,0,0,0,0,112,7,0.8,1.9
18003,447,137,307,89,2,5,29,2,411,10,1,2.2
18005,47,15,32,18,1,0,0,1,42,0,0.3,1.4
18007,15,8,7,7,0,0,0,0,15,1,1.4,2.6
18009,21,9,11,4,0,0,0,0,21,1,0.7,1.5
18011,93,47,46,19,0,0,2,0,91,2,0.8,1.9
18013,12,5,7,2,0,0,0,0,11,0,1.3,2.3
18015,18,5,13,4,0,0,0,0,18,0,1.6,2.9
18017,35,17,18,13,0,0,1,0,34,2,1.6,3.1
18019,133,67,67,46,2,0,0,0,122,1,1.1,2.2
18021,19,5,13,13,0,0,0,0,19,0,2,3.6
18023,26,12,14,6,0,0,0,0,26,1,0.4,1
18025,8,4,4,2,0,0,0,0,8,0,1.4,3
18027,98,54,45,20,0,0,2,0,94,1,1,2.2
18029,52,31,21,16,1,0,0,0,50,0,0.7,1.6
18031,28,14,12,10,0,0,1,0,27,0,1.1,2
18033,164,65,94,35,0,0,1,0,162,5,1.1,2.3
18035,30,13,16,11,0,0,0,0,30,0,1.1,2.5
18037,69,37,32,20,0,0,0,0,69,7,1.4,3
18039,130,35,91,55,1,0,6,0,123,21,1.5,3
18041,46,27,19,15,3,1,0,0,40,0,0.8,1.8
18043,18,8,10,8,0,0,0,0,18,0,1.8,3.6
18045,58,28,30,12,1,0,0,0,57,0,1,2.2
18047,18,11,7,10,0,0,0,0,18,0,0.8,2
18049,13,4,9,3,0,0,0,0,13,0,2,3.4
18051,16,10,6,7,0,0,0,0,16,0,1.5,2.9
18053,76,43,32,22,0,0,1,0,73,0,1.4,2.6
18055,52,28,24,20,0,0,0,0,51,0,1.4,2.8
18057,11,7,4,6,0,0,0,0,11,0,2,3.7
18059,28,15,13,3,0,1,2,0,25,0,1.2,2.2
18061,60,30,30,13,0,0,0,0,59,1,0.9,2.2
18063,55,22,33,21,0,1,11,1,42,2,1.3,2.7
18065,35,16,19,9,1,0,1,1,31,0,0.9,2
18067,8,4,4,3,1,0,0,0,7,0,1.8,3.4
18069,155,62,93,37,0,0,0,0,155,2,0.9,2
18071,47,20,27,12,0,0,2,0,43,0,0.5,1.5
18073,81,43,37,32,0,0,0,1,80,2,1.2,2.6
18075,44,20,24,12,0,0,0,0,44,0,0.7,1.5
18077,121,63,58,29,2,0,4,0,108,2,0.7,1.6
18079,114,43,70,37,1,1,1,0,106,0,0.8,1.8
18081,55,28,27,18,1,0,0,0,48,1,1.3,2.2
18083,10,3,7,6,1,0,0,0,8,0,2.2,3.8
18085,129,46,83,45,0,1,2,0,125,5,1.3,2.8
18087,23,6,17,9,0,0,1,0,20,0,0.7,1.9
18089,67,28,39,19,0,0,1,0,66,2,1.5,2.8
18091,83,41,42,29,2,0,1,0,81,5,1.8,3.3
18093,182,73,106,59,1,2,1,1,178,3,0.8,2
18095,81,46,34,25,0,0,9,0,71,0,1,2.4
18097,2,1,1,0,0,0,0,0,2,0,,
18099,90,41,49,28,0,2,1,0,87,6,1.5,2.9
18101,10,4,6,2,0,0,0,0,10,0,0.4,1.5
18103,9,3,6,2,0,0,0,0,9,0,1.8,3.6
18105,210,78,130,65,1,0,5,0,202,2,1,2.2
18107,47,20,27,17,0,0,0,0,47,6,1.1,2.2
18109,39,21,18,16,0,0,2,0,37,0,1.3,2.5
18111,18,9,9,6,1,0,0,0,18,0,1.1,2.3
18113,168,68,96,47,0,3,3,0,160,8,1.2,2.4
18115,6,4,2,1,0,0,0,0,6,0,0.8,1.5
18117,93,52,41,33,1,0,3,3,86,0,1,2.4
18119,15,7,8,8,0,0,0,0,15,0,1,2.7
18121,13,3,10,4,0,0,0,0,13,0,0.7,1.6
18123,15,4,11,3,0,0,0,0,15,0,0.8,1.8
18125,13,6,7,5,0,0,0,0,13,0,0.7,1.9
18127,47,16,31,15,0,0,0,0,47,2,1.2,2.4
18129,34,15,18,8,0,0,2,0,31,1,1,2.1
18131,10,7,3,2,0,0,0,0,9,1,1,2.4
18133,29,11,18,8,0,0,3,0,26,0,0.7,1.3
18135,21,11,10,2,0,0,0,0,20,1,0.9,1.7
18137,69,37,31,21,0,1,0,0,67,3,1,2.2
18139,16,6,10,6,1,0,2,0,14,0,0.8,1.5
18141,65,21,44,22,0,0,3,0,62,2,1.3,2.9
18143,76,37,39,30,0,0,0,0,70,0,0.8,1.8
18145,12,9,3,4,1,0,0,0,11,0,0.9,1.7
18147,26,12,13,7,0,0,0,0,26,2,1.1,2.2
18149,125,63,62,40,1,0,0,0,123,3,1.3,2.7
18151,67,24,42,22,1,0,0,0,65,1,1.1,2.3
18153,31,14,17,12,0,0,1,0,30,0,1.1,2.5
18155,23,10,12,4,0,0,0,0,22,1,1,1.9
18157,72,32,40,27,0,0,2,0,69,3,0.9,1.9
18159,4,1,3,2,0,0,0,0,3,0,1,2
18161,4,0,4,3,0,0,0,0,4,0,2,3
18163,7,2,5,1,0,0,0,0,7,0,2,3.2
18165,36,14,22,17,0,1,0,0,34,0,0.5,1.7
18167,9,4,5,3,0,0,0,0,9,0,0.7,2.2
18169,70,24,46,21,0,0,0,0,70,0,0.7,1.7
18171,22,7,15,5,0,0,0,0,21,0,1,2.1
18173,152,65,87,45,0,0,2,1,146,7,1.1,2.3
18175,40,18,22,12,0,0,0,0,38,1,1.2,2.4
18177,11,5,6,7,0,0,0,0,11,0,2.3,3.9
18179,50,28,22,15,0,0,1,1,48,0,1,2.1
18181,40,13,27,10,0,1,1,0,38,0,0.8,1.6
18183,164,71,91,35,0,0,0,1,162,4,0.9,2.1
19001,23,13,10,6,0,0,0,0,21,2,1.3,2.5
19003,7,3,4,4,0,0,0,0,6,0,0.6,2.2
19005,27,10,17,11,0,0,0,0,27,3,1.4,2.8
19007,69,25,44,18,1,0,0,0,68,0,1,2.1
19009,15,7,8,1,1,0,0,0,14,0,0.6,1.6
19011,38,17,21,13,0,1,0,0,37,0,1.3,2.3
19013,14,6,8,1,0,0,0,0,14,0,1,1.8
19015,31,13,18,12,0,0,1,0,29,1,1.1,2.5
19017,58,27,30,10,0,1,0,0,55,0,1,2.1
19019,58,26,33,10,0,0,1,0,58,0,0.9,1.8
19021,102,34,65,43,0,6,10,1,83,30,2,3.6
19023,23,11,11,7,0,0,0,0,23,0,0.9,2.3
19025,22,7,15,5,0,0,1,0,21,0,0.9,2
19027,59,25,34,7,0,0,0,0,57,1,0.8,2
19029,53,18,35,8,0,0,0,1,51,1,1.5,2.8
19031,40,18,22,8,0,0,0,1,39,0,1,2.3
19033,36,7,28,8,0,0,0,0,36,1,1.1,2.2
19035,15,8,7,2,0,0,0,0,15,0,1.2,2.2
19037,36,16,20,11,1,0,0,0,35,1,1.1,2.5
19039,22,10,12,6,0,0,0,0,22,0,1.5,2.8
19041,66,26,40,13,0,0,0,0,66,0,1.2,2.3
19043,28,16,12,5,0,0,1,0,27,0,0.7,2
19045,29,10,19,9,0,0,1,0,28,0,1.4,2.9
19047,28,11,15,6,0,0,0,0,26,2,1.3,2.4
19049,41,27,14,12,1,0,0,0,40,3,1.2,2.4
19051,40,18,21,14,0,0,0,0,39,1,0.8,2
19053,12,4,7,2,0,0,0,0,12,0,0.7,2.3
19055,52,19,33,12,0,1,0,0,51,0,1.4,2.5
19057,10,5,5,2,0,0,0,0,10,0,1,1.8
19059,23,7,16,9,0,1,0,0,22,1,1.4,2.8
19061,13,6,7,6,0,0,1,0,11,0,1.3,2.6
19063,19,6,13,4,0,0,0,0,19,0,0.9,2.2
19065,37,12,25,10,0,0,0,0,37,0,1.3,2.3
19067,31,18,13,13,1,5,0,0,25,0,0.8,2
19069,35,19,15,13,0,0,0,0,33,12,0.9,2.4
19071,21,9,12,3,0,0,0,0,21,0,1.6,2.6
19073,25,10,15,9,0,0,0,0,25,0,1,2.4
19075,22,14,8,4,1,0,0,0,21,0,0.9,2
19077,21,13,8,4,0,0,0,0,21,0,1.1,2.3
19079,61,27,31,15,1,8,0,0,53,3,1.3,2.7
19081,23,12,11,6,0,0,0,0,22,1,1,2
19083,109,39,66,36,0,0,0,0,108,5,1.2,2.8
19085,31,10,20,8,0,0,0,0,29,0,1.1,2.3
19087,92,35,54,23,2,2,0,0,87,3,1.2,2.5
19089,22,9,13,8,0,0,0,0,22,1,0.7,1.6
19091,28,13,15,8,0,0,0,0,28,2,1.3,2.6
19093,5,1,4,2,0,0,0,0,5,0,0,1.3
19095,8,3,5,3,0,0,0,0,7,1,1,2
19097,56,21,35,20,1,0,0,0,55,0,0.8,1.8
19099,76,45,31,22,0,0,0,0,76,3,0.7,2
19101,89,33,55,28,0,0,0,0,89,2,0.8,1.9
19103,70,40,30,21,0,1,6,0,61,12,1.3,2.6
19105,33,16,16,10,0,0,0,0,31,0,1.6,2.7
19107,27,11,15,12,0,0,0,0,27,0,1.8,3.2
19109,20,9,10,5,0,0,0,0,20,0,1.1,2.1
19111,68,25,41,19,1,0,4,0,62,3,0.6,1.6
19113,46,22,24,19,1,0,0,0,42,0,1.1,2.2
19115,26,7,18,1,0,0,0,0,26,11,1.1,2.1
19117,26,9,17,9,0,0,1,0,24,0,1.7,3.3
19119,5,0,5,1,0,0,0,0,5,0,0.7,2
19121,30,9,21,13,0,0,0,0,29,0,1.4,2.7
19123,36,10,26,16,0,0,0,0,36,2,2.2,3.7
19125,62,34,27,15,0,0,0,0,59,4,0.9,2
19127,6,0,6,1,0,0,0,0,5,0,2,3.4
19129,232,89,139,68,3,0,1,0,223,12,1,2.5
19131,11,3,8,4,0,0,0,0,11,0,0.7,2.3
19133,30,15,15,8,1,0,0,0,29,0,1.6,2.9
19135,14,4,10,7,0,0,0,0,14,0,1,2.1
19137,60,26,34,19,0,0,0,0,57,3,1.3,2.7
19139,28,10,17,8,0,0,0,0,28,11,1.4,2.5
19141,28,12,16,6,0,0,0,0,28,1,1.2,2.4
19143,9,3,6,3,0,0,0,0,9,0,1.5,2.9
19145,35,15,20,13,0,0,0,0,35,3,1.4,3
19147,10,4,6,2,0,0,0,0,10,0,1.2,2.4
19149,40,15,24,12,1,1,0,0,37,0,1.6,3
19151,23,7,16,4,0,0,0,0,21,1,1.1,2.5
19153,111,44,66,31,0,1,2,0,104,4,1.2,2.4
19155,37,14,23,9,0,0,0,0,37,1,1,2.4
19157,26,4,22,5,0,0,0,0,26,0,1,2.3
19159,7,2,5,5,0,0,0,0,7,0,2.3,4
19161,22,11,10,3,0,0,0,0,21,1,0.9,2.3
19163,36,19,17,11,0,0,0,0,36,1,1.3,2.5
19165,55,19,36,17,0,0,1,0,53,1,1.2,2.7
19167,21,10,12,7,0,0,0,0,22,2,1.7,3
19169,30,11,19,7,0,0,1,0,29,0,1.2,2.5
19171,47,24,23,14,1,1,0,0,45,9,1.8,3.2
19173,7,3,4,2,0,0,0,0,7,0,1,2.4
19175,37,16,21,15,1,0,0,0,35,4,1.4,3.1
19177,23,9,14,8,0,0,0,0,23,0,0.5,1.9
19179,28,11,16,7,0,1,0,0,26,2,1.1,2.5
19181,212,98,113,70,4,3,2,1,199,4,1.1,2.3
19183,43,20,23,8,0,0,0,0,42,3,1.3,2.7
19185,17,11,6,7,0,0,0,0,16,0,1.6,3.1
19187,16,7,9,5,0,0,0,0,15,0,1.5,2.8
19189,23,6,17,5,0,1,1,0,21,0,0.9,2.1
19191,13,5,8,6,0,1,0,0,12,0,1.7,2.9
19193,11,2,9,7,0,0,0,0,11,0,1.4,3
19195,13,6,6,3,1,0,0,0,12,0,1.8,3.1
19197,37,14,22,8,2,0,0,0,35,3,1.3,2.9
20001,89,29,55,22,1,1,4,0,78,5,1,2.3
20003,13,6,7,4,1,0,0,0,12,0,0.4,0.9
20005,15,4,11,3,1,0,4,0,10,0,1.3,2.7
20007,6,1,5,2,2,0,0,0,4,1,2,3.5
20009,74,38,36,19,2,2,1,1,72,1,1.6,2.8
20011,54,24,30,18,2,0,5,0,45,1,0.8,2
20013,19,8,11,7,1,0,3,0,15,0,0.6,1.8
20015,34,13,21,16,2,0,0,0,33,3,2,3.5
20021,71,28,39,24,4,0,1,0,65,2,0.7,1.8
20023,8,2,6,2,0,0,0,0,8,0,1,2.5
20025,4,0,4,2,0,0,0,0,4,0,1,2.3
20027,20,3,16,8,1,0,0,0,19,0,1.3,2.6
20029,41,20,20,11,0,0,0,0,41,1,0.6,1.5
20031,11,5,6,3,0,0,0,0,11,0,0.7,2.1
20035,31,15,16,6,1,0,1,0,29,0,1.2,2.3
20037,38,16,22,9,3,0,0,0,34,2,0.9,2.3
20039,16,8,8,4,0,0,0,0,16,0,0.6,1.5
20041,36,10,23,10,0,0,1,0,34,3,0.8,1.9
20043,5,0,5,3,0,0,0,0,5,0,,
20045,47,22,25,14,0,0,0,0,46,0,1.3,2.4
20047,3,3,0,1,0,0,0,0,3,0,1,2.3
20049,1,1,0,1,0,0,0,0,1,0,2,4
20051,120,47,72,36,0,0,1,0,118,1,0.9,2
20053,13,5,8,2,0,1,0,0,12,0,1.8,3.1
20055,86,28,56,39,1,1,1,0,82,37,2,3.5
20057,10,1,9,5,0,0,0,0,10,2,1.5,3.5
20059,25,12,13,9,0,0,0,0,24,1,1.4,2.8
20061,100,39,61,22,1,4,38,0,58,26,1.7,2.9
20063,3,0,3,3,0,0,1,0,2,0,1.7,3.7
20065,3,0,3,1,0,0,1,0,3,0,0.5,2
20067,13,5,8,8,0,0,0,0,13,9,2.2,3.7
20069,3,2,1,0,0,0,0,0,3,0,1.7,2.7
20071,5,2,3,3,0,0,0,0,5,1,1,1.8
20073,8,5,3,2,0,0,0,0,8,1,0,1
20075,3,2,1,2,0,0,0,0,3,2,0.5,1
20077,4,2,2,1,0,0,0,0,4,0,2.3,3.7
20079,23,8,15,11,0,0,0,0,23,2,1.3,3
20081,4,3,1,2,0,0,0,0,4,2,2,3.3
20085,16,6,10,3,1,0,0,0,15,1,1.1,2.2
20087,30,8,21,7,1,0,0,0,30,0,1.6,3
20089,4,1,3,2,0,0,0,0,4,0,1.5,2.5
20091,73,28,44,28,0,0,1,0,71,5,1.9,3.4
20093,7,0,7,4,0,0,0,0,7,0,1.6,3.3
20095,7,0,7,3,0,0,0,0,6,0,0.5,1
20097,30,9,20,9,0,0,0,0,28,0,0.9,2.5
20099,103,42,59,25,2,0,8,0,88,6,1.1,2.4
20101,4,0,5,4,0,0,0,0,5,0,,
20103,14,5,9,5,0,0,0,0,14,0,0.8,1.9
20105,2,0,2,0,0,0,0,0,2,0,,
20107,10,5,5,1,0,0,0,0,10,0,1.1,2.3
20109,9,4,5,2,0,0,0,0,9,0,0.9,1.9
20111,7,2,5,4,0,0,0,0,7,0,0.8,1.7
20113,35,17,18,10,0,0,0,0,35,2,1.7,2.9
20115,3,1,2,0,0,0,0,0,3,0,2.3,3.7
20117,11,5,6,5,0,0,1,0,11,1,1.2,2.4
20119,2,1,1,0,0,0,0,0,2,0,2,3
20121,22,11,11,7,0,0,1,0,21,0,1.1,2.2
20123,13,4,9,3,0,0,0,0,13,0,1,2.1
20125,82,41,40,22,3,1,11,0,65,3,1,2.3
20127,7,2,5,2,0,0,0,0,7,0,0.5,1.2
20131,2,0,2,1,0,0,0,0,2,0,0,0.5
20133,76,31,41,27,1,0,2,0,72,0,1.3,2.7
20135,3,0,3,0,0,0,0,0,3,0,2,3.5
20137,8,4,4,2,0,0,0,0,8,0,1,1.6
20139,21,8,13,4,0,0,0,0,21,0,1.1,2.1
20141,985,336,644,392,0,295,445,142,74,71,1.7,2.9
20143,2,1,1,1,0,0,0,0,2,0,0.5,2
