State-County FIPS,Total Active Borrowers,Very Low Income,Low Income,Married,American Indian/Alaskan Native,Asian,Black/African American,Hawaiin Pacific Islander,White,Hispanic,Average Number of Children,Average Household Size
49055,8,6,2,6,1,0,0,0,7,0,1.8,3.8
49057,5,0,5,3,0,0,0,0,5,1,,
50001,66,18,47,30,2,0,1,0,63,0,1.3,2.9
50003,87,16,70,30,0,1,0,0,87,1,1.3,2.8
50005,132,58,73,58,4,1,1,1,126,1,1.7,3.2
50007,122,36,85,53,2,1,3,0,117,2,1.3,2.7
50009,37,17,20,14,0,0,0,0,35,0,1.4,2.6
50011,157,43,116,68,4,1,0,0,154,0,1.3,2.7
50013,16,5,11,8,0,0,0,0,15,0,0.7,2.2
50015,82,26,57,40,1,0,1,0,81,0,1.8,3.3
50017,70,20,50,32,2,0,0,0,68,0,1.6,3.3
50019,95,43,51,41,3,0,1,0,91,1,1.2,2.6
50021,149,49,99,53,1,0,0,0,145,1,1.5,3
50023,201,76,124,73,1,2,3,0,193,5,1.2,2.5
50025,187,42,142,75,0,1,6,0,180,4,1.5,3
50027,156,40,115,68,4,0,2,0,151,1,1.4,2.8
51001,80,35,45,19,0,0,52,0,27,2,1,1.9
51003,77,30,47,27,0,0,23,0,50,4,1.5,2.6
51005,14,6,8,3,0,0,3,0,12,0,1.1,2.6
51007,28,8,20,9,0,0,22,0,6,0,1,2
51009,99,44,55,30,3,0,46,0,48,0,1,1.9
51011,50,19,31,16,0,0,23,0,26,0,1.2,2.5
51015,95,32,62,34,2,0,7,0,86,1,1.6,3.1
51017,6,2,4,3,0,0,2,0,4,0,,
51019,113,42,70,39,0,0,23,0,88,0,1.3,2.5
51021,5,1,4,2,0,0,0,0,5,0,0,2
51023,40,12,28,19,0,0,1,0,38,0,0.8,1.9
51025,67,27,40,13,0,0,57,0,9,0,0.9,2.4
51027,30,10,20,18,0,0,0,0,28,0,0.5,2
51029,57,21,36,19,0,0,37,0,20,0,0.8,1.7
51031,171,64,106,45,1,0,61,0,102,1,0.9,1.9
51033,56,29,27,11,0,0,34,0,21,1,1.4,2.5
51035,54,20,34,25,1,0,2,2,49,4,1.2,2.8
51036,18,6,12,2,0,1,15,0,2,0,1.2,2.4
51037,17,9,8,1,0,0,9,0,7,0,1.1,1.9
51041,61,18,43,12,0,0,43,0,16,0,0.6,1.7
51043,3,0,3,1,0,0,1,0,2,0,0,1
51045,3,1,2,3,0,0,0,0,3,0,2,4
51047,53,20,33,19,1,0,14,0,38,6,1.4,2.5
51049,19,7,12,7,0,0,9,0,8,0,0.7,1.3
51051,51,12,38,34,0,1,1,0,47,0,0.3,1.1
51053,66,27,39,11,0,1,53,0,12,0,0.8,1.7
51057,25,4,21,9,0,0,17,0,8,0,0.5,1
51059,1,1,0,1,0,0,1,0,0,0,1,3
51061,25,18,7,7,0,0,12,0,13,0,1.6,2.7
51063,11,7,4,3,0,0,0,0,11,0,0.9,2.2
51065,80,29,51,21,0,0,28,0,50,4,1.4,2.6
51067,138,52,85,39,0,0,29,0,104,2,0.9,1.9
51069,93,34,59,28,0,1,8,0,82,3,1.1,2.6
51071,12,4,8,6,0,0,0,0,12,0,0.9,2
51073,73,34,40,23,0,1,29,0,43,1,1,2
51075,32,11,20,3,0,1,24,0,5,0,0.6,1.4
51077,32,9,22,13,0,0,1,0,30,0,0.7,1.9
51079,55,23,32,18,0,1,7,0,45,0,0.7,1.8
51081,23,9,14,1,0,0,19,0,2,0,1,1.5
51083,181,72,108,32,2,0,130,0,41,1,1.5,2.7
51085,64,32,32,18,0,1,31,0,31,0,1.4,2.8
51087,19,11,7,4,0,0,14,0,4,0,1.8,2.8
51089,246,108,138,63,0,1,57,0,187,0,0.8,2
51091,1,0,1,1,0,0,0,0,1,0,0,2
51093,75,24,51,17,0,0,51,0,22,1,1.3,2.4
51095,18,7,11,4,0,0,10,0,8,0,0.5,1.5
51097,12,5,7,3,2,0,6,0,4,0,1,2
51099,14,6,8,2,0,0,9,0,5,0,1,1.7
51101,20,8,12,8,0,0,9,0,9,0,1,2.3
51103,24,9,15,3,0,0,19,0,4,0,0.6,1.1
51105,73,45,28,40,1,1,0,1,70,0,0.5,1.8
51107,5,3,2,1,0,1,1,0,3,0,2,3.2
51109,103,29,74,28,1,0,46,0,55,2,1.6,3
51111,38,19,19,16,0,0,27,0,11,1,0.5,1.7
51113,23,11,12,14,0,0,3,0,18,0,1.2,2.5
51115,18,9,9,8,0,0,7,0,11,0,1.5,2.5
51117,88,34,54,26,1,0,61,0,25,3,1,2
51119,17,6,11,3,0,0,5,0,12,1,0.8,1.8
51121,55,23,32,20,0,1,3,0,50,1,1.2,2.8
51125,26,10,16,11,0,0,8,0,17,1,1.3,2.8
51127,10,2,8,3,0,0,5,0,4,0,2,3.5
51131,28,11,17,7,1,0,23,0,4,1,0.5,1.9
51133,21,3,17,7,0,0,11,0,10,0,0.8,2
51135,53,25,28,9,0,0,45,0,7,0,1.8,2.9
51137,39,17,22,12,0,0,13,1,25,2,1.3,2.7
51139,36,16,20,12,1,0,1,0,33,0,0.9,2.2
51141,53,14,39,24,0,1,12,0,39,2,1,2.4
51143,249,80,169,72,1,0,126,0,114,7,0.9,1.8
51145,30,11,19,6,0,0,12,0,18,0,0.3,1.3
51147,64,28,36,13,0,2,44,0,17,0,1.2,2.2
51149,26,9,17,5,1,1,14,1,13,1,1.4,2.3
51153,1,1,0,0,0,0,1,0,0,0,1,2
51155,53,18,35,17,0,0,4,0,48,0,1,2.2
51157,4,3,1,1,0,0,0,0,4,0,0,0
51159,7,3,4,0,0,0,1,0,6,0,0.3,1.3
51161,47,21,26,19,0,2,5,0,40,1,1.2,2.5
51163,56,21,34,21,0,0,4,0,49,1,1.3,2.6
51165,87,31,56,42,0,0,3,0,82,3,1.6,3
51167,161,53,101,85,0,0,5,1,146,0,0.7,1.9
51169,50,18,32,24,0,1,1,0,43,0,0.8,1.9
51171,58,18,41,13,0,0,3,1,54,2,1.1,2.4
51173,44,22,21,14,0,0,2,0,42,1,1,2.2
51175,65,25,40,15,0,0,46,0,15,1,1.6,2.8
51177,191,111,80,55,2,2,68,0,117,4,1.1,2.4
51179,24,12,12,8,0,2,7,0,16,0,1.1,2.6
51181,19,5,14,5,0,0,18,0,1,1,0,2
51183,19,8,11,5,0,0,15,0,3,0,1,2.3
51185,209,80,128,117,2,0,6,0,200,0,0.5,1.5
51187,46,18,28,8,0,0,4,0,41,0,1.1,2.4
51191,125,41,84,55,1,0,3,0,116,1,0.7,2.1
51193,16,5,11,3,0,0,8,0,8,0,0,0
51195,94,38,57,42,0,0,3,0,88,0,0.8,2.1
51197,105,39,66,41,1,0,3,0,100,1,1.1,2.5
51199,26,6,19,8,0,0,18,0,7,0,0.6,1.7
51515,31,16,15,5,0,1,17,0,12,0,0.9,1.8
51520,2,0,2,1,0,0,0,0,2,0,,
51530,61,27,34,16,1,0,1,0,55,1,1.1,2.4
51540,1,0,1,0,0,0,0,0,1,0,0,1
51550,6,2,4,3,0,0,4,0,2,0,,
51580,9,4,5,1,0,0,1,0,8,0,1,1.8
51590,4,1,3,0,0,0,3,0,1,0,,
51595,32,12,20,7,0,0,23,0,4,0,0,1.5
51620,55,21,34,15,0,0,51,0,2,0,1,2.1
51640,37,21,16,10,0,0,5,0,31,0,0.3,1.1
51660,6,4,2,5,0,0,2,0,4,0,4,6
51678,18,9,9,4,0,0,4,0,12,1,0.1,1.1
51690,75,37,38,12,1,1,32,0,39,0,0.5,1.5
51700,3,0,3,0,0,0,2,0,0,0,,
51720,10,4,6,3,0,0,2,0,8,0,0.6,2.2
51735,1,1,0,0,0,0,1,0,0,0,,
51740,1,0,1,0,0,0,1,0,0,0,,
51750,13,5,8,3,0,0,0,0,13,0,0.4,1.8
51790,3,2,1,0,0,0,0,0,3,1,1.5,2.5
51800,45,12,33,15,0,0,38,0,6,0,0.3,1
51820,50,23,27,7,0,0,10,0,37,0,0.7,1.6
51830,1,0,1,0,0,0,1,0,0,0,,
51840,2,2,0,1,0,0,0,0,2,0,2,3
53001,12,7,5,4,0,0,0,0,12,7,1.6,2.8
53003,9,4,5,4,0,1,0,0,8,1,1.2,2.2
53005,35,19,15,17,0,0,0,0,34,25,2.1,3.7
53007,76,31,43,40,1,0,0,0,73,22,2.1,3.7
53009,209,76,129,72,12,5,4,1,191,12,1.2,2.7
53011,444,236,208,289,4,2,7,0,429,23,2.3,4.1
53013,2,1,1,0,0,0,0,0,2,0,0,1
53015,100,39,60,52,2,3,1,0,93,5,1.3,2.9
53017,22,10,12,14,0,0,0,0,21,10,1.9,3.6
53019,9,5,4,4,0,0,0,0,9,0,2,3.4
53021,11,7,4,8,0,0,0,0,11,7,2.5,4
53025,101,55,43,45,2,2,0,0,95,40,1.8,3.3
53027,38,12,24,12,3,0,0,0,34,0,1.1,2.4
53029,63,40,22,18,1,6,4,1,52,5,1.4,2.8
53031,50,16,33,15,0,1,0,0,49,1,1,2.4
53033,66,25,41,32,2,2,2,3,56,5,1.9,3.5
53035,397,159,237,94,13,15,14,12,355,26,1.2,2.6
53037,25,8,16,10,0,2,0,0,23,3,0.8,2.8
53039,2,1,1,1,0,0,0,0,2,0,2,3
53041,108,50,58,49,3,0,0,0,102,9,1.6,3.2
53043,9,4,5,4,0,0,0,0,9,0,0.5,1.5
53045,75,32,43,22,4,0,0,1,69,6,1.3,2.5
53047,71,38,32,34,1,0,0,0,69,20,1.6,3
53049,22,8,13,8,3,2,0,0,18,0,0.9,2.1
53051,15,9,6,6,0,0,0,0,15,1,0.7,2.1
53053,136,46,89,72,1,4,0,1,127,14,2.1,3.8
53055,160,46,110,41,3,1,2,2,154,11,0.9,2.2
53057,90,37,53,35,1,0,0,1,88,37,1.7,3.3
53059,2,0,2,2,0,0,0,0,2,1,1,3
53061,308,144,163,145,3,5,7,0,289,21,1.9,3.5
53063,90,35,54,46,3,0,0,0,87,1,2,3.6
53065,134,73,61,47,4,0,0,0,130,3,1.5,3
53067,190,82,108,68,13,8,5,1,165,23,1.5,2.9
53069,5,1,4,1,0,0,0,0,5,0,1,2.2
53071,3,2,1,3,0,0,0,0,3,1,4,6
53073,245,89,156,140,2,4,4,1,233,26,1.7,3.4
53075,20,13,7,7,0,1,0,0,19,0,0.3,0.6
53077,197,95,102,78,2,1,0,3,191,154,2.2,3.8
54001,35,12,22,14,0,0,0,0,34,0,0.5,1.7
54003,271,132,139,57,1,2,42,0,226,7,1.1,2.4
54005,14,5,9,9,0,0,0,0,13,0,0.5,2
54007,19,7,12,7,0,0,0,0,19,0,1.2,2.7
54009,72,31,41,25,1,0,1,0,70,0,1.2,2.5
54011,111,42,69,49,1,0,2,0,105,1,1,2
54013,17,7,10,7,0,0,0,0,16,0,1,2.1
54015,24,13,11,18,0,0,0,0,22,0,1.2,2.8
54017,13,3,9,4,0,0,0,0,13,0,1.5,2.8
54019,98,41,56,39,1,0,10,0,85,0,1,2.2
54021,16,4,12,7,0,0,1,0,15,0,1.3,2.6
54023,30,9,20,16,0,0,0,0,30,0,1,2.6
54025,118,45,72,43,0,0,9,0,107,0,0.9,2.2
54027,99,41,58,37,0,0,2,0,96,0,1.4,2.9
54029,22,11,11,13,0,0,0,0,21,0,1.3,2.7
54031,21,7,14,8,0,1,1,0,18,1,1.7,3.1
54033,185,50,133,93,0,0,3,0,181,2,1.1,2.4
54035,107,51,53,48,4,0,0,1,94,0,0.9,2.2
54037,62,30,32,20,1,0,15,0,45,2,1.6,2.9
54039,160,72,89,49,1,0,8,0,149,5,1,2.2
54041,69,23,45,29,0,0,0,0,69,0,1.3,2.6
54043,82,26,54,48,0,0,0,0,77,0,1.2,2.5
54045,65,28,36,37,0,0,4,0,59,0,1.3,2.7
54047,35,16,19,12,0,0,7,0,28,0,1.3,2.6
54049,65,23,42,28,0,0,2,0,62,0,0.8,2.3
54051,106,42,64,34,0,0,0,0,106,0,1.2,2.5
54053,88,31,56,40,0,0,0,0,83,0,1.1,2.4
54055,131,32,96,50,0,1,12,0,115,1,0.7,2.1
54057,101,47,53,37,1,0,2,0,96,0,1.1,2.4
54059,69,31,37,28,0,0,4,0,63,1,1.4,2.8
54061,67,13,54,30,0,0,0,0,66,1,0.8,2.3
54063,40,20,20,21,1,0,2,0,37,0,0.8,2
54065,17,9,8,5,0,0,0,0,16,0,2,3.5
54067,52,20,30,27,0,0,0,0,51,0,1,2.1
54069,33,14,19,11,0,0,1,0,32,0,1.3,2.8
54071,14,5,9,4,0,0,0,0,12,0,0.6,2
54073,20,8,12,12,0,0,0,0,20,1,0.8,1.8
54075,9,3,6,5,0,0,0,0,8,0,1.4,2.6
54077,81,19,62,51,0,0,1,0,80,0,1.4,2.9
54079,121,42,79,60,0,0,4,0,117,0,1.4,2.7
54081,87,42,45,31,0,0,9,1,71,1,1,2.3
54083,107,44,61,40,0,0,2,1,107,0,1,2.1
54085,27,9,16,14,0,0,0,0,27,0,1.7,3.3
54087,32,9,23,19,1,0,0,0,29,0,1.2,2.7
54089,28,13,15,18,0,0,0,0,28,0,0.3,1.6
54091,45,17,27,23,0,0,1,0,44,0,1.3,2.7
54093,18,7,11,6,0,0,0,0,18,0,0.6,1.7
54095,37,16,21,21,0,0,0,0,37,0,1,2.4
54097,146,55,89,62,1,0,1,0,142,1,0.9,2.1
54099,140,57,82,68,0,0,0,0,136,0,1.1,2.5
54101,26,14,12,13,0,0,0,0,26,0,1.3,3
54103,112,45,62,48,0,1,0,0,110,0,0.8,1.8
54105,5,1,4,2,0,1,0,0,4,0,0.7,2
54107,131,53,74,65,0,1,1,0,125,0,1,2.4
54109,22,12,9,11,0,0,0,0,23,0,0.9,2.3
55001,36,22,14,15,0,0,0,0,33,0,1.3,2.7
55003,49,20,29,14,9,0,0,1,40,0,1.1,2.2
55005,104,41,62,36,2,0,0,0,102,4,1.5,2.9
55007,40,19,21,18,13,0,0,0,28,0,1.6,3.1
55009,24,10,14,8,2,0,0,0,23,0,0.3,1.3
55011,12,3,9,5,0,0,0,0,11,0,0.7,1.8
55013,27,16,11,3,0,0,0,0,26,0,1,2.1
55015,29,13,16,11,0,0,0,0,28,1,1,2.2
55017,53,24,28,20,0,1,1,0,47,1,1.7,3.2
55019,24,9,14,8,1,0,1,0,23,0,1.5,2.7
55021,42,18,24,13,0,0,1,0,41,2,1.2,2.5
55023,109,53,56,29,0,1,0,0,108,1,1.2,2.4
55025,102,36,66,40,2,3,2,0,93,5,1.5,2.7
55027,51,13,38,21,1,1,0,0,48,2,1.9,3.2
55029,19,7,12,8,0,0,0,0,18,2,1.3,3
55031,53,25,28,9,2,0,1,0,51,0,1.3,2.7
55033,61,23,36,22,0,6,0,0,55,1,2,3.5
55035,20,9,11,7,0,1,0,0,19,0,1.3,2.8
55037,1,0,1,1,0,0,0,0,1,0,,
55039,17,8,9,6,0,0,0,0,17,2,1.2,2.5
55041,15,7,8,4,1,0,0,0,14,0,1.3,2.7
55043,101,45,56,27,2,0,1,0,98,0,1.2,2.5
55045,40,26,14,13,0,0,1,0,39,0,1.3,2.6
55047,7,2,4,4,0,0,0,1,6,0,1.2,2.8
55049,63,26,37,16,0,0,0,0,62,0,1.5,3.1
55051,14,8,6,1,1,0,0,0,13,1,1.6,2.7
55053,36,19,17,14,0,0,0,0,36,3,0.8,2
55055,33,12,21,15,0,0,0,0,32,0,1.1,2.5
55057,21,8,13,7,1,0,0,0,20,1,1.1,2.4
55059,34,13,21,12,0,0,1,0,32,1,1.3,2.6
55061,7,3,4,1,0,0,0,0,7,0,1.5,2.8
55063,37,21,16,17,0,8,0,0,27,0,2.3,3.5
55065,32,13,19,10,0,0,0,0,30,1,1.4,3
55067,11,5,6,3,1,0,0,0,10,0,1.3,2.8
55069,26,17,9,6,0,0,0,0,25,0,0.7,1.7
55071,32,13,18,5,0,0,0,0,31,1,1.2,2.5
55073,33,18,16,12,0,5,0,0,28,0,1.4,3
55075,28,16,11,8,1,0,0,0,27,0,0.5,1.5
55077,13,9,4,3,0,0,0,0,13,0,0.7,2.1
55078,36,22,14,4,33,0,0,0,1,0,1.5,3
55081,74,31,43,26,0,0,0,0,73,3,1.4,2.6
55083,34,14,20,12,2,0,0,0,32,1,1.3,2.5
55085,68,39,29,12,0,0,0,0,68,0,0.9,1.8
55087,24,11,13,12,1,6,0,0,17,0,1,2.4
55089,6,1,5,4,0,0,0,0,6,0,1,2.3
55091,16,6,10,6,0,0,0,0,16,1,1.2,2.6
55093,48,20,28,20,1,1,0,0,45,2,1.4,2.8
55095,55,24,31,19,1,0,1,0,54,1,1.7,3
55097,25,8,17,10,0,0,0,0,25,1,1.4,2.8
55099,20,10,10,6,0,0,0,0,20,0,1.3,2.3
55101,33,11,22,11,0,0,1,0,32,1,1.3,2.5
55103,96,44,52,27,0,0,0,0,96,1,1.1,2.4
55105,56,18,38,24,1,0,0,0,54,4,1.8,3.1
55107,20,9,11,7,1,0,0,0,18,0,0.7,1.7
55109,98,48,50,30,1,0,2,0,93,0,1.4,2.8
55111,88,31,57,32,0,1,1,0,86,6,1.3,2.7
55113,59,27,32,16,6,1,0,1,51,0,0.9,2.1
55115,37,13,24,9,9,0,0,0,28,1,1.1,2.1
55117,25,12,13,13,1,1,0,0,23,0,1.9,3.4
55119,16,7,9,7,0,0,1,0,15,0,1.1,2.4
55121,15,3,12,5,1,0,0,0,13,0,1.9,3.5
55123,83,45,38,24,0,0,1,0,82,0,1.3,2.7
55125,24,8,16,8,1,0,0,0,23,0,1.3,2.5
55127,124,51,73,49,1,1,1,0,120,35,1.5,2.9
55129,62,27,34,25,0,1,0,1,59,1,1.4,2.8
55131,29,10,19,21,0,0,1,0,28,3,1.9,3.5
55133,16,3,13,7,0,0,1,0,14,1,1.4,3
55135,77,33,44,22,0,0,0,1,75,0,1.3,2.6
55137,31,13,18,7,0,0,0,0,29,3,1.1,2.4
55139,23,8,15,8,0,0,0,0,23,0,1.2,2.4
55141,55,28,27,28,1,0,0,0,54,0,1.3,2.8
56003,15,10,5,7,0,0,0,0,15,1,1.4,3.1
56005,22,11,11,3,0,0,0,0,22,0,1.1,2.1
56007,23,7,14,9,1,1,0,0,21,6,1.2,2.2
56009,27,13,14,4,0,0,0,0,27,3,1.3,2.4
56011,2,0,2,2,0,0,0,0,2,0,2,4
56013,142,65,75,31,17,3,1,0,117,10,1.4,2.6
56015,88,41,47,27,1,1,0,0,83,10,1.6,3
56017,21,13,8,6,1,0,0,0,20,0,0.6,1.9
56019,8,1,7,1,0,0,0,0,8,1,0.7,2
56021,4,2,2,1,0,0,0,0,4,0,1,2
56023,32,10,20,13,0,1,0,0,30,2,1.1,2.5
56025,63,17,46,19,1,1,0,0,61,0,1.2,2.5
56027,2,1,1,0,0,0,0,0,2,0,0,1
56029,41,23,18,9,0,0,0,0,41,3,1.4,2.5
56031,9,4,5,3,0,0,0,0,9,2,1.3,2.7
56033,72,16,54,25,3,2,1,1,68,4,1.2,2.5
56035,7,2,5,1,0,0,0,0,7,0,2.4,3.6
56037,21,14,7,4,1,0,0,0,20,5,1.7,3
56039,1,0,1,0,0,0,0,0,1,0,,
56041,62,27,32,20,0,0,0,0,59,8,1.2,2.4
56043,40,15,25,15,0,1,1,0,39,15,1.1,2.2
56045,14,12,2,3,0,0,0,0,14,0,0.9,1.8
60010,1,0,1,1,0,0,0,1,0,0,,
66010,402,85,314,257,1,309,2,62,7,3,2,4.1
69100,7,2,5,2,0,7,0,0,0,0,,
69110,58,32,24,26,0,40,1,12,1,1,4,6
69120,12,9,3,3,0,4,0,5,0,0,,
72001,53,17,35,31,0,0,0,0,52,52,1.4,2.3
72003,33,12,21,18,1,1,0,0,29,29,1.4,3
72005,61,28,33,38,1,0,0,0,59,59,1.4,3.1
72007,38,17,21,21,0,0,0,0,38,37,1.6,2.7
72009,122,21,100,61,2,1,0,0,117,118,1,2.4
72011,165,55,110,80,3,1,1,0,160,161,1.3,2.8
72013,130,41,88,62,0,1,1,0,127,128,1,2.2
72015,36,11,24,16,0,0,5,0,31,36,1,2.5
72017,223,82,141,107,3,2,2,0,215,219,0.7,1.9
72019,199,76,122,104,3,1,0,0,194,194,1.1,2.7
72021,40,19,21,22,0,0,0,0,40,40,1.4,2.6
72023,183,72,111,86,2,3,0,0,175,177,1.1,2.5
72025,62,21,41,30,2,0,0,0,60,60,1.3,2.8
72027,262,100,160,125,0,0,1,0,256,258,0.9,2.2
72029,110,39,68,49,0,1,3,0,105,108,0.8,1.8
72031,21,9,12,11,0,0,0,0,21,21,1,2
72033,5,2,3,0,0,0,0,0,5,5,0.5,1
72035,31,8,22,14,2,1,0,0,28,29,0.6,2.1
72037,29,7,21,13,0,0,0,0,29,29,0.8,2.4
72039,86,17,69,43,0,1,0,0,83,83,0.8,1.9
72041,44,18,26,24,0,0,0,0,44,44,1.2,2.6
72043,170,53,117,69,1,0,1,0,169,170,1,2.5
72045,66,27,39,36,1,2,1,0,62,62,0.9,2.4
72047,467,189,278,221,2,10,1,0,449,448,1.2,2.8
72051,13,6,7,4,0,0,0,0,13,13,1,2
72053,77,25,52,30,3,4,0,0,69,69,1.1,2.4
72054,178,58,118,68,1,1,0,0,175,176,0.5,1.4
72055,30,16,14,17,1,0,0,0,29,30,1.3,2.6
72057,89,34,55,37,1,1,3,1,86,87,1.3,2.8
72059,104,32,72,53,0,1,0,0,103,103,1.2,2.8
72061,6,2,4,3,0,0,0,0,6,6,,
72063,147,40,107,77,2,3,0,0,141,140,1.3,3
72065,118,43,75,63,0,0,0,0,117,116,1.2,2.6
72067,43,15,27,24,0,0,0,0,43,43,1.8,3.6
72069,97,45,51,36,0,0,1,1,94,94,1.1,2.5
72071,240,91,148,116,7,1,0,0,225,226,0.7,1.7
72073,112,45,67,68,0,0,0,0,111,110,1.3,3
72075,37,12,25,12,0,1,1,0,36,36,1.3,2.8
72077,190,49,141,74,0,1,4,0,184,188,1.1,2.4
72079,101,51,50,57,0,0,1,0,100,100,1.1,2.9
72081,158,76,81,93,1,0,0,0,155,154,0.9,2.2
72083,20,6,14,8,0,0,0,0,20,20,0.5,2
72085,85,43,41,43,0,0,0,0,85,85,1.2,2.7
72087,56,19,37,29,1,1,2,0,51,54,1,2.3
72089,62,21,38,26,0,1,0,0,60,61,0.7,1.5
72091,98,22,76,42,0,2,2,1,93,95,0.6,1.6
72093,38,21,17,14,1,0,0,0,37,37,0.8,2.3
72095,5,3,2,2,0,0,0,0,5,5,1,2.3
72097,41,17,24,28,2,1,0,0,37,37,1.9,3.9
72099,72,33,39,48,1,0,1,0,70,71,0.8,1.9
72101,297,81,214,113,3,2,3,2,289,291,1.2,2.7
72103,61,16,45,18,0,0,0,0,60,60,0.8,2.1
72105,377,166,209,231,5,3,0,0,365,367,1.4,2.9
72107,74,29,45,38,0,0,0,0,74,73,1.5,3.2
72109,88,19,69,30,1,0,4,0,83,87,0.9,2.2
72111,134,69,65,70,0,0,0,0,134,134,1.5,2.7
72113,63,35,28,32,0,0,0,0,63,63,1.5,3.1
72115,94,50,43,42,0,0,0,0,92,92,0.6,1.9
72117,19,7,12,8,0,0,0,0,19,19,0.4,1.4
72119,124,26,98,59,3,1,1,0,118,119,0.8,1.6
72121,93,42,51,44,1,0,0,0,91,92,1.2,2.9
72123,47,6,40,16,0,0,0,0,46,46,0.8,2.3
72125,48,19,28,22,2,0,0,0,46,46,1.4,3.2
72127,34,8,25,15,1,1,0,0,32,32,1.2,2.4
72129,86,28,57,34,0,1,0,0,84,84,0.9,2.1
72131,162,69,88,106,0,1,1,0,160,160,0.9,1.9
72133,19,9,10,7,0,0,0,0,19,19,1.5,3.2
72135,272,121,151,156,1,2,1,0,269,270,1.4,2.8
72137,90,34,56,52,0,2,0,0,88,88,0.6,2
72141,100,41,59,60,1,0,0,0,97,97,1.2,2.8
72143,73,15,58,43,1,0,1,0,72,72,1.5,3
72145,189,42,147,81,2,6,2,1,180,181,1.1,2.5
72147,8,0,8,0,0,1,0,0,7,7,0,2
72149,14,7,7,5,0,0,0,0,14,14,1.1,2.9
72151,48,22,26,19,0,0,0,0,47,46,1.5,3
72153,329,167,162,170,2,3,2,0,322,323,1.2,2.7
78010,80,11,68,9,0,1,74,0,4,6,1.1,2.2
78020,2,0,2,0,0,0,2,0,0,0,0,1
78030,32,4,28,3,0,0,31,0,0,0,1,2.3
,,,,,,,,,,,,
